Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_34_112.233,.,gene,2476,3009,.,+,.,ID=gene-pgaptmp_000262;Name=apt;gbkey=Gene;gene=apt;gene_biotype=protein_coding;locus_tag=pgaptmp_000262,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,2476,3009,.,+,0,ID=cds-pgaptmp_000262;Parent=gene-pgaptmp_000262;Name=extdb:pgaptmp_000262;Ontology_term=GO:0006166,GO:0003999,GO:0005737;gbkey=CDS;gene=apt;go_component=cytoplasm|0005737||IEA;go_function=adenine phosphoribosyltransferase activity|0003999||IEA;go_process=purine ribonucleoside salvage|0006166||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532782.1;locus_tag=pgaptmp_000262;product=adenine phosphoribosyltransferase;protein_id=extdb:pgaptmp_000262;transl_table=4,,,,,,
Contig_34_112.233,.,gene,3077,4516,.,+,.,ID=gene-pgaptmp_000263;Name=pgaptmp_000263;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000263,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,3077,4516,.,+,0,ID=cds-pgaptmp_000263;Parent=gene-pgaptmp_000263;Name=extdb:pgaptmp_000263;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874750.1;locus_tag=pgaptmp_000263;product=FAD-dependent oxidoreductase;protein_id=extdb:pgaptmp_000263;transl_table=4,,,,,,,,
Contig_34_112.233,.,gene,4537,5613,.,+,.,ID=gene-pgaptmp_000264;Name=pdhA;gbkey=Gene;gene=pdhA;gene_biotype=protein_coding;locus_tag=pgaptmp_000264,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,4537,5613,.,+,0,ID=cds-pgaptmp_000264;Parent=gene-pgaptmp_000264;Name=extdb:pgaptmp_000264;Ontology_term=GO:0006086,GO:0004739,GO:0045250;gbkey=CDS;gene=pdhA;go_component=cytosolic pyruvate dehydrogenase complex|0045250||IEA;go_function=pyruvate dehydrogenase (acetyl-transferring) activity|0004739||IEA;go_process=acetyl-CoA biosynthetic process from pyruvate|0006086||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874749.1;locus_tag=pgaptmp_000264;product=pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha;protein_id=extdb:pgaptmp_000264;transl_table=4,,,,,,
Contig_34_112.233,.,gene,5635,6618,.,+,.,ID=gene-pgaptmp_000265;Name=pdhB;gbkey=Gene;gene=pdhB;gene_biotype=protein_coding;locus_tag=pgaptmp_000265,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,5635,6618,.,+,0,ID=cds-pgaptmp_000265;Parent=gene-pgaptmp_000265;Name=extdb:pgaptmp_000265;gbkey=CDS;gene=pdhB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874748.1;locus_tag=pgaptmp_000265;product=pyruvate dehydrogenase complex E1 component subunit beta;protein_id=extdb:pgaptmp_000265;transl_table=4,,,,,,,,
Contig_34_112.233,.,gene,6937,8145,.,+,.,ID=gene-pgaptmp_000266;Name=pgaptmp_000266;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000266,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,6937,8145,.,+,0,ID=cds-pgaptmp_000266;Parent=gene-pgaptmp_000266;Name=extdb:pgaptmp_000266;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874747.1;locus_tag=pgaptmp_000266;product=2-oxo acid dehydrogenase subunit E2;protein_id=extdb:pgaptmp_000266;transl_table=4,,,,,,,,
Contig_34_112.233,.,gene,8146,9519,.,+,.,ID=gene-pgaptmp_000267;Name=lpdA;gbkey=Gene;gene=lpdA;gene_biotype=protein_coding;locus_tag=pgaptmp_000267,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,8146,9519,.,+,0,ID=cds-pgaptmp_000267;Parent=gene-pgaptmp_000267;Name=extdb:pgaptmp_000267;Ontology_term=GO:0006096,GO:0045454,GO:0051068,GO:0004148;gbkey=CDS;gene=lpdA;go_function=dihydrolipoyl dehydrogenase activity|0004148||IEA;go_process=glycolytic process|0006096||IEA,cell redox homeostasis|0045454||IEA,dihydrolipoamide metabolic process|0051068||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874746.1;locus_tag=pgaptmp_000267;product=dihydrolipoyl dehydrogenase;protein_id=extdb:pgaptmp_000267;transl_table=4,,,
Contig_34_112.233,.,gene,9546,10565,.,+,.,ID=gene-pgaptmp_000268;Name=pgaptmp_000268;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000268,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,9546,10565,.,+,0,ID=cds-pgaptmp_000268;Parent=gene-pgaptmp_000268;Name=extdb:pgaptmp_000268;Ontology_term=GO:0006464,GO:0017118;gbkey=CDS;go_function=lipoyltransferase activity|0017118||IEA;go_process=cellular protein modification process|0006464||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574963.1;locus_tag=pgaptmp_000268;product=lipoate--protein ligase;protein_id=extdb:pgaptmp_000268;transl_table=4,,,,,,,
Contig_34_112.233,.,gene,10558,10944,.,+,.,ID=gene-pgaptmp_000269;Name=pgaptmp_000269;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000269,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,10558,10944,.,+,0,ID=cds-pgaptmp_000269;Parent=gene-pgaptmp_000269;Name=extdb:pgaptmp_000269;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325503.1;locus_tag=pgaptmp_000269;product=hypothetical protein;protein_id=extdb:pgaptmp_000269;transl_table=4,,,,,,,,
Contig_34_112.233,.,gene,10937,12013,.,+,.,ID=gene-pgaptmp_000270;Name=pgaptmp_000270;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000270,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,10937,12013,.,+,0,ID=cds-pgaptmp_000270;Parent=gene-pgaptmp_000270;Name=extdb:pgaptmp_000270;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874743.1;locus_tag=pgaptmp_000270;product=hypothetical protein;protein_id=extdb:pgaptmp_000270;transl_table=4,,,,,,,,
Contig_34_112.233,.,gene,12032,12127,.,+,.,ID=gene-pgaptmp_000271;Name=ffs;gbkey=Gene;gene=ffs;gene_biotype=SRP_RNA;locus_tag=pgaptmp_000271,,,,,,,,
Contig_34_112.233,cmsearch,SRP_RNA,12032,12127,.,+,.,ID=rna-pgaptmp_000271;Parent=gene-pgaptmp_000271;Dbxref=RFAM:RF00169;gbkey=ncRNA;gene=ffs;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000271;product=signal recognition particle sRNA small type,,,,,,,,
Contig_34_112.233,cmsearch,exon,12032,12127,.,+,.,ID=exon-pgaptmp_000271-1;Parent=rna-pgaptmp_000271;Dbxref=RFAM:RF00169;gbkey=ncRNA;gene=ffs;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000271;product=signal recognition particle sRNA small type,,,,,,,,
Contig_34_112.233,.,gene,12161,12850,.,+,.,ID=gene-pgaptmp_000272;Name=pgaptmp_000272;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000272,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,12161,12850,.,+,0,ID=cds-pgaptmp_000272;Parent=gene-pgaptmp_000272;Name=extdb:pgaptmp_000272;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874742.1;locus_tag=pgaptmp_000272;product=deoxynucleoside kinase;protein_id=extdb:pgaptmp_000272;transl_table=4,,,,,,,,
Contig_34_112.233,.,gene,12885,13229,.,+,.,ID=gene-pgaptmp_000273;Name=pgaptmp_000273;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000273,,,,,,,,
Contig_34_112.233,Protein Homology,CDS,12885,13229,.,+,0,ID=cds-pgaptmp_000273;Parent=gene-pgaptmp_000273;Name=extdb:pgaptmp_000273;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874741.1;locus_tag=pgaptmp_000273;product=hypothetical protein;protein_id=extdb:pgaptmp_000273;transl_table=4,,,,,,,,
Contig_34_112.233,.,gene,13230,13497,.,+,.,ID=gene-pgaptmp_000274;Name=pgaptmp_000274;end_range=13497,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000274;partial=true,,,,,,,
Contig_34_112.233,Protein Homology,CDS,13230,13497,.,+,0,ID=cds-pgaptmp_000274;Parent=gene-pgaptmp_000274;Name=extdb:pgaptmp_000274;Ontology_term=GO:0006418;end_range=13497,.;gbkey=CDS;go_process=tRNA aminoacylation for protein translation|0006418||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010869401.1;locus_tag=pgaptmp_000274;partial=true;product=class I tRNA ligase family protein;protein_id=extdb:pgaptmp_000274;transl_table=4,,,,,,,
Contig_35_131.055,Local,region,1,9849,.,+,.,ID=Contig_35_131.055:1..9849;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_35_131.055,.,pseudogene,1,342,.,+,.,ID=gene-pgaptmp_000275;Name=pgaptmp_000275;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000275;pseudo=true,,,,,,,,
Contig_35_131.055,Protein Homology,CDS,1,342,.,+,0,ID=cds-pgaptmp_000275;Parent=gene-pgaptmp_000275;Note=internal stop%3B incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874498.1;locus_tag=pgaptmp_000275;product=adhesin;pseudo=true;transl_table=4,,,,,,,,
Contig_35_131.055,.,gene,639,2154,.,+,.,ID=gene-pgaptmp_000276;Name=pgaptmp_000276;gbkey=Gene;gene_biotype=rRNA;locus_tag=pgaptmp_000276,,,,,,,,
Contig_35_131.055,cmsearch,rRNA,639,2154,.,+,.,ID=rna-pgaptmp_000276;Parent=gene-pgaptmp_000276;Dbxref=RFAM:RF00177;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000276;product=16S ribosomal RNA,,,,,,,,
Contig_35_131.055,cmsearch,exon,639,2154,.,+,.,ID=exon-pgaptmp_000276-1;Parent=rna-pgaptmp_000276;Dbxref=RFAM:RF00177;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000276;product=16S ribosomal RNA,,,,,,,,
Contig_35_131.055,.,gene,2382,5287,.,+,.,ID=gene-pgaptmp_000277;Name=pgaptmp_000277;gbkey=Gene;gene_biotype=rRNA;locus_tag=pgaptmp_000277,,,,,,,,
Contig_35_131.055,cmsearch,rRNA,2382,5287,.,+,.,ID=rna-pgaptmp_000277;Parent=gene-pgaptmp_000277;Dbxref=RFAM:RF02541;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000277;product=23S ribosomal RNA,,,,,,,,
Contig_35_131.055,cmsearch,exon,2382,5287,.,+,.,ID=exon-pgaptmp_000277-1;Parent=rna-pgaptmp_000277;Dbxref=RFAM:RF02541;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000277;product=23S ribosomal RNA,,,,,,,,
Contig_35_131.055,.,gene,5325,5432,.,+,.,ID=gene-pgaptmp_000278;Name=rrf;gbkey=Gene;gene=rrf;gene_biotype=rRNA;locus_tag=pgaptmp_000278,,,,,,,,
Contig_35_131.055,cmsearch,rRNA,5325,5432,.,+,.,ID=rna-pgaptmp_000278;Parent=gene-pgaptmp_000278;Dbxref=RFAM:RF00001;gbkey=rRNA;gene=rrf;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000278;product=5S ribosomal RNA,,,,,,,,
Contig_35_131.055,cmsearch,exon,5325,5432,.,+,.,ID=exon-pgaptmp_000278-1;Parent=rna-pgaptmp_000278;Dbxref=RFAM:RF00001;gbkey=rRNA;gene=rrf;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000278;product=5S ribosomal RNA,,,,,,,,
Contig_35_131.055,.,gene,5616,7175,.,+,.,ID=gene-pgaptmp_000279;Name=pgaptmp_000279;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000279,,,,,,,,
Contig_35_131.055,Protein Homology,CDS,5616,7175,.,+,0,ID=cds-pgaptmp_000279;Parent=gene-pgaptmp_000279;Name=extdb:pgaptmp_000279;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015344873.1;locus_tag=pgaptmp_000279;product=APC family permease;protein_id=extdb:pgaptmp_000279;transl_table=4,,,,,,,,
Contig_35_131.055,.,gene,7351,8976,.,+,.,ID=gene-pgaptmp_000280;Name=pgaptmp_000280;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000280,,,,,,,,
Contig_35_131.055,Protein Homology,CDS,7351,8976,.,+,0,ID=cds-pgaptmp_000280;Parent=gene-pgaptmp_000280;Name=extdb:pgaptmp_000280;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF015276.2;locus_tag=pgaptmp_000280;product=P80 family lipoprotein;protein_id=extdb:pgaptmp_000280;transl_table=4,,,,,,,,
Contig_35_131.055,.,gene,9274,9717,.,+,.,ID=gene-pgaptmp_000281;Name=pgaptmp_000281;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000281,,,,,,,,
Contig_35_131.055,Protein Homology,CDS,9274,9717,.,+,0,ID=cds-pgaptmp_000281;Parent=gene-pgaptmp_000281;Name=extdb:pgaptmp_000281;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874455.1;locus_tag=pgaptmp_000281;product=hypothetical protein;protein_id=extdb:pgaptmp_000281;transl_table=4,,,,,,,,
Contig_36_128.243,Local,region,1,4561,.,+,.,ID=Contig_36_128.243:1..4561;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_36_128.243,.,gene,573,884,.,+,.,ID=gene-pgaptmp_000282;Name=pgaptmp_000282;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000282,,,,,,,,
Contig_36_128.243,Protein Homology,CDS,573,884,.,+,0,ID=cds-pgaptmp_000282;Parent=gene-pgaptmp_000282;Name=extdb:pgaptmp_000282;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874840.1;locus_tag=pgaptmp_000282;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000282;transl_table=4,,,,,,,,
Contig_36_128.243,.,gene,1082,1378,.,+,.,ID=gene-pgaptmp_000283;Name=pgaptmp_000283;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000283,,,,,,,,
Contig_36_128.243,Protein Homology,CDS,1082,1378,.,+,0,ID=cds-pgaptmp_000283;Parent=gene-pgaptmp_000283;Name=extdb:pgaptmp_000283;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532763.1;locus_tag=pgaptmp_000283;product=hypothetical protein;protein_id=extdb:pgaptmp_000283;transl_table=4,,,,,,,,
Contig_36_128.243,.,gene,1389,2414,.,-,.,ID=gene-pgaptmp_000284;Name=yibD;gbkey=Gene;gene=yibD;gene_biotype=protein_coding;locus_tag=pgaptmp_000284,,,,,,,,
Contig_36_128.243,Protein Homology,CDS,1389,2414,.,-,0,ID=cds-pgaptmp_000284;Parent=gene-pgaptmp_000284;Name=extdb:pgaptmp_000284;gbkey=CDS;gene=yibD;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874839.1;locus_tag=pgaptmp_000284;product=diacylglycerol beta-glycosyltransferase;protein_id=extdb:pgaptmp_000284;transl_table=4,,,,,,,,
Contig_36_128.243,.,gene,2473,2694,.,+,.,ID=gene-pgaptmp_000285;Name=pgaptmp_000285;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000285,,,,,,,,
Contig_36_128.243,Protein Homology,CDS,2473,2694,.,+,0,ID=cds-pgaptmp_000285;Parent=gene-pgaptmp_000285;Name=extdb:pgaptmp_000285;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885966.1;locus_tag=pgaptmp_000285;product=YneF family protein;protein_id=extdb:pgaptmp_000285;transl_table=4,,,,,,,,
Contig_36_128.243,.,gene,2702,3283,.,+,.,ID=gene-pgaptmp_000286;Name=yihA;gbkey=Gene;gene=yihA;gene_biotype=protein_coding;locus_tag=pgaptmp_000286,,,,,,,,
Contig_36_128.243,Protein Homology,CDS,2702,3283,.,+,0,ID=cds-pgaptmp_000286;Parent=gene-pgaptmp_000286;Name=extdb:pgaptmp_000286;Ontology_term=GO:0042254,GO:0003924,GO:0005525,GO:0043022,GO:0005737;gbkey=CDS;gene=yihA;go_component=cytoplasm|0005737||IEA;go_function=GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA;go_process=ribosome biogenesis|0042254||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874837.1;locus_tag=pgaptmp_000286;product=ribosome biogenesis GTP-binding protein YihA/YsxC;protein_id=extdb:pgaptmp_000286;transl_table=4,,
Contig_36_128.243,.,gene,3267,4561,.,+,.,ID=gene-pgaptmp_000287;Name=valS;end_range=4561,.;gbkey=Gene;gene=valS;gene_biotype=protein_coding;locus_tag=pgaptmp_000287;partial=true,,,,,,,
Contig_36_128.243,Protein Homology,CDS,3267,4561,.,+,0,ID=cds-pgaptmp_000287;Parent=gene-pgaptmp_000287;Name=extdb:pgaptmp_000287;Ontology_term=GO:0006438,GO:0004832,GO:0005737;end_range=4561,.;gbkey=CDS;gene=valS;go_component=cytoplasm|0005737||IEA;go_function=valine-tRNA ligase activity|0004832||IEA;go_process=valyl-tRNA aminoacylation|0006438||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325560.1;locus_tag=pgaptmp_000287;partial=true;product=valine--tRNA ligase;protein_id=extdb:pgaptmp_000287;transl_table=4,,,,,
Contig_37_116.538,Local,region,1,32723,.,+,.,ID=Contig_37_116.538:1..32723;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_37_116.538,.,gene,1,2185,.,+,.,ID=gene-pgaptmp_000288;Name=pgaptmp_000288;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000288;partial=true;start_range=.,1,,,,,,,
Contig_37_116.538,Protein Homology,CDS,1,2185,.,+,1,ID=cds-pgaptmp_000288;Parent=gene-pgaptmp_000288;Name=extdb:pgaptmp_000288;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874812.1;locus_tag=pgaptmp_000288;partial=true;product=hypothetical protein;protein_id=extdb:pgaptmp_000288;start_range=.,1;transl_table=4,,,,,,,
Contig_37_116.538,.,gene,2261,2349,.,-,.,ID=gene-pgaptmp_000289;Name=pgaptmp_000289;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000289,,,,,,,,
Contig_37_116.538,tRNAscan-SE,tRNA,2261,2349,.,-,.,ID=rna-pgaptmp_000289;Parent=gene-pgaptmp_000289;anticodon=(pos:complement(2313..2315));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000289;product=tRNA-Ser,,,,,,,,
Contig_37_116.538,tRNAscan-SE,exon,2261,2349,.,-,.,ID=exon-pgaptmp_000289-1;Parent=rna-pgaptmp_000289;anticodon=(pos:complement(2313..2315));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000289;product=tRNA-Ser,,,,,,,,
Contig_37_116.538,.,gene,2351,2441,.,-,.,ID=gene-pgaptmp_000290;Name=pgaptmp_000290;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000290,,,,,,,,
Contig_37_116.538,tRNAscan-SE,tRNA,2351,2441,.,-,.,ID=rna-pgaptmp_000290;Parent=gene-pgaptmp_000290;anticodon=(pos:complement(2405..2407));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000290;product=tRNA-Ser,,,,,,,,
Contig_37_116.538,tRNAscan-SE,exon,2351,2441,.,-,.,ID=exon-pgaptmp_000290-1;Parent=rna-pgaptmp_000290;anticodon=(pos:complement(2405..2407));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000290;product=tRNA-Ser,,,,,,,,
Contig_37_116.538,.,gene,2511,3374,.,+,.,ID=gene-pgaptmp_000291;Name=pgaptmp_000291;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000291,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,2511,3374,.,+,0,ID=cds-pgaptmp_000291;Parent=gene-pgaptmp_000291;Name=extdb:pgaptmp_000291;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874811.1;locus_tag=pgaptmp_000291;product=hypothetical protein;protein_id=extdb:pgaptmp_000291;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,3478,4044,.,+,.,ID=gene-pgaptmp_000292;Name=pgaptmp_000292;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000292,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,3478,4044,.,+,0,ID=cds-pgaptmp_000292;Parent=gene-pgaptmp_000292;Name=extdb:pgaptmp_000292;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325547.1;locus_tag=pgaptmp_000292;product=hypothetical protein;protein_id=extdb:pgaptmp_000292;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,4065,4817,.,+,.,ID=gene-pgaptmp_000293;Name=pgaptmp_000293;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000293,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,4065,4817,.,+,0,ID=cds-pgaptmp_000293;Parent=gene-pgaptmp_000293;Name=extdb:pgaptmp_000293;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874809.1;locus_tag=pgaptmp_000293;product=adhesin;protein_id=extdb:pgaptmp_000293;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,4831,6849,.,+,.,ID=gene-pgaptmp_000294;Name=hmw3;gbkey=Gene;gene=hmw3;gene_biotype=protein_coding;locus_tag=pgaptmp_000294,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,4831,6849,.,+,0,ID=cds-pgaptmp_000294;Parent=gene-pgaptmp_000294;Name=extdb:pgaptmp_000294;gbkey=CDS;gene=hmw3;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874808.1;locus_tag=pgaptmp_000294;product=terminal organelle protein HMW3;protein_id=extdb:pgaptmp_000294;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,6889,7998,.,+,.,ID=gene-pgaptmp_000295;Name=pgaptmp_000295;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000295,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,6889,7998,.,+,0,ID=cds-pgaptmp_000295;Parent=gene-pgaptmp_000295;Name=extdb:pgaptmp_000295;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874807.1;locus_tag=pgaptmp_000295;product=ComEC/Rec2 family competence protein;protein_id=extdb:pgaptmp_000295;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,7922,8821,.,+,.,ID=gene-pgaptmp_000296;Name=pgaptmp_000296;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000296,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,7922,8821,.,+,0,ID=cds-pgaptmp_000296;Parent=gene-pgaptmp_000296;Name=extdb:pgaptmp_000296;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532757.1;locus_tag=pgaptmp_000296;product=hypothetical protein;protein_id=extdb:pgaptmp_000296;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,8833,10179,.,+,.,ID=gene-pgaptmp_000297;Name=pgaptmp_000297;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000297,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,8833,10179,.,+,0,ID=cds-pgaptmp_000297;Parent=gene-pgaptmp_000297;Name=extdb:pgaptmp_000297;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874805.1;locus_tag=pgaptmp_000297;product=hypothetical protein;protein_id=extdb:pgaptmp_000297;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,10230,11087,.,+,.,ID=gene-pgaptmp_000298;Name=pgaptmp_000298;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000298,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,10230,11087,.,+,0,ID=cds-pgaptmp_000298;Parent=gene-pgaptmp_000298;Name=extdb:pgaptmp_000298;Ontology_term=GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874804.1;locus_tag=pgaptmp_000298;product=ECF transporter S component;protein_id=extdb:pgaptmp_000298;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,11151,14207,.,+,.,ID=gene-pgaptmp_000299;Name=hmw1;gbkey=Gene;gene=hmw1;gene_biotype=protein_coding;locus_tag=pgaptmp_000299,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,11151,14207,.,+,0,ID=cds-pgaptmp_000299;Parent=gene-pgaptmp_000299;Name=extdb:pgaptmp_000299;gbkey=CDS;gene=hmw1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874803.1;locus_tag=pgaptmp_000299;product=terminal organelle protein HMW1;protein_id=extdb:pgaptmp_000299;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,14230,14847,.,+,.,ID=gene-pgaptmp_000300;Name=rpsD;gbkey=Gene;gene=rpsD;gene_biotype=protein_coding;locus_tag=pgaptmp_000300,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,14230,14847,.,+,0,ID=cds-pgaptmp_000300;Parent=gene-pgaptmp_000300;Name=extdb:pgaptmp_000300;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsD;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014894279.1;locus_tag=pgaptmp_000300;product=30S ribosomal protein S4;protein_id=extdb:pgaptmp_000300;transl_table=4,,,,
Contig_37_116.538,.,gene,14908,15717,.,-,.,ID=gene-pgaptmp_000301;Name=pgaptmp_000301;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000301,,,,,,,,
Contig_37_116.538,Protein Homology,CDS,14908,15717,.,-,0,ID=cds-pgaptmp_000301;Parent=gene-pgaptmp_000301;Name=extdb:pgaptmp_000301;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015344913.1;locus_tag=pgaptmp_000301;product=alpha/beta hydrolase;protein_id=extdb:pgaptmp_000301;transl_table=4,,,,,,,,
Contig_37_116.538,.,gene,15772,19746,.,+,.,ID=gene-pgaptmp_000302;Name=pgaptmp_000302;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000302,,,,,,,,
