Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_9_125.245,.,gene,15149,16213,.,+,.,ID=gene-pgaptmp_000757;Name=pgaptmp_000757;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000757,,,,,,,,
Contig_9_125.245,Protein Homology,CDS,15149,16213,.,+,0,ID=cds-pgaptmp_000757;Parent=gene-pgaptmp_000757;Name=extdb:pgaptmp_000757;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325558.1;locus_tag=pgaptmp_000757;product=Xaa-Pro peptidase family protein;protein_id=extdb:pgaptmp_000757;transl_table=4,,,,,,,,
Contig_9_125.245,.,gene,16254,16985,.,+,.,ID=gene-pgaptmp_000758;Name=pgaptmp_000758;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000758,,,,,,,,
Contig_9_125.245,Protein Homology,CDS,16254,16985,.,+,0,ID=cds-pgaptmp_000758;Parent=gene-pgaptmp_000758;Name=extdb:pgaptmp_000758;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874825.1;locus_tag=pgaptmp_000758;product=hypothetical protein;protein_id=extdb:pgaptmp_000758;transl_table=4,,,,,,,,
Contig_9_125.245,.,gene,17028,17414,.,-,.,ID=gene-pgaptmp_000759;Name=ssrA;gbkey=Gene;gene=ssrA;gene_biotype=tmRNA;locus_tag=pgaptmp_000759,,,,,,,,
Contig_9_125.245,cmsearch,tmRNA,17028,17414,.,-,.,ID=rna-pgaptmp_000759;Parent=gene-pgaptmp_000759;Dbxref=RFAM:RF00023;gbkey=tmRNA;gene=ssrA;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000759;product=transfer-messenger RNA,,,,,,,,
Contig_9_125.245,cmsearch,exon,17028,17414,.,-,.,ID=exon-pgaptmp_000759-1;Parent=rna-pgaptmp_000759;Dbxref=RFAM:RF00023;gbkey=tmRNA;gene=ssrA;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000759;product=transfer-messenger RNA,,,,,,,,
Contig_9_125.245,.,gene,17439,17768,.,+,.,ID=gene-pgaptmp_000760;Name=rnpB;gbkey=Gene;gene=rnpB;gene_biotype=RNase_P_RNA;locus_tag=pgaptmp_000760,,,,,,,,
Contig_9_125.245,cmsearch,RNase_P_RNA,17439,17768,.,+,.,ID=rna-pgaptmp_000760;Parent=gene-pgaptmp_000760;Dbxref=RFAM:RF00011;gbkey=ncRNA;gene=rnpB;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000760;product=RNase P RNA component class B,,,,,,,,
Contig_9_125.245,cmsearch,exon,17439,17768,.,+,.,ID=exon-pgaptmp_000760-1;Parent=rna-pgaptmp_000760;Dbxref=RFAM:RF00011;gbkey=ncRNA;gene=rnpB;inference=COORDINATES: profile:INFERNAL:1.1.1;locus_tag=pgaptmp_000760;product=RNase P RNA component class B,,,,,,,,
Contig_9_125.245,.,gene,17831,18469,.,-,.,ID=gene-pgaptmp_000761;Name=pgaptmp_000761;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000761,,,,,,,,
Contig_9_125.245,Protein Homology,CDS,17831,18469,.,-,0,ID=cds-pgaptmp_000761;Parent=gene-pgaptmp_000761;Name=extdb:pgaptmp_000761;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574874.1;locus_tag=pgaptmp_000761;product=adhesin;protein_id=extdb:pgaptmp_000761;transl_table=4,,,,,,,,
Contig_10_145.827,Local,region,1,12572,.,+,.,ID=Contig_10_145.827:1..12572;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_10_145.827,.,pseudogene,268,903,.,-,.,ID=gene-pgaptmp_000001;Name=pgaptmp_000001;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000001;pseudo=true,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,268,903,.,-,0,ID=cds-pgaptmp_000001;Parent=gene-pgaptmp_000001;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874489.1;locus_tag=pgaptmp_000001;product=adhesin;pseudo=true;transl_table=4,,,,,,,,
Contig_10_145.827,.,pseudogene,1330,1848,.,-,.,ID=gene-pgaptmp_000002;Name=pgaptmp_000002;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000002;pseudo=true,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,1330,1848,.,-,0,ID=cds-pgaptmp_000002;Parent=gene-pgaptmp_000002;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF015230.2;locus_tag=pgaptmp_000002;product=adhesin;pseudo=true;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,1996,2487,.,-,.,ID=gene-pgaptmp_000003;Name=pgaptmp_000003;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000003,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,1996,2487,.,-,0,ID=cds-pgaptmp_000003;Parent=gene-pgaptmp_000003;Name=extdb:pgaptmp_000003;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874855.1;locus_tag=pgaptmp_000003;product=hypothetical protein;protein_id=extdb:pgaptmp_000003;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,2441,3169,.,-,.,ID=gene-pgaptmp_000004;Name=pgaptmp_000004;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000004,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,2441,3169,.,-,0,ID=cds-pgaptmp_000004;Parent=gene-pgaptmp_000004;Name=extdb:pgaptmp_000004;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874854.1;locus_tag=pgaptmp_000004;product=L-ribulose-5-phosphate 4-epimerase;protein_id=extdb:pgaptmp_000004;transl_table=4,,,,,,,,
Contig_10_145.827,.,pseudogene,3285,4339,.,+,.,ID=gene-pgaptmp_000005;Name=pgaptmp_000005;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000005;pseudo=true,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,3285,4339,.,+,0,ID=cds-pgaptmp_000005;Parent=gene-pgaptmp_000005;Note=frameshifted%3B internal stop;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015287102.1;locus_tag=pgaptmp_000005;product=phosphotriesterase;pseudo=true;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,4339,6321,.,+,.,ID=gene-pgaptmp_000006;Name=pgaptmp_000006;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000006,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,4339,6321,.,+,0,ID=cds-pgaptmp_000006;Parent=gene-pgaptmp_000006;Name=extdb:pgaptmp_000006;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532860.1;locus_tag=pgaptmp_000006;product=PTS ascorbate transporter subunit IIC;protein_id=extdb:pgaptmp_000006;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,6324,6611,.,+,.,ID=gene-pgaptmp_000007;Name=pgaptmp_000007;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000007,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,6324,6611,.,+,0,ID=cds-pgaptmp_000007;Parent=gene-pgaptmp_000007;Name=extdb:pgaptmp_000007;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874851.1;locus_tag=pgaptmp_000007;product=PTS sugar transporter subunit IIB;protein_id=extdb:pgaptmp_000007;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,6613,7092,.,+,.,ID=gene-pgaptmp_000008;Name=pgaptmp_000008;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000008,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,6613,7092,.,+,0,ID=cds-pgaptmp_000008;Parent=gene-pgaptmp_000008;Name=extdb:pgaptmp_000008;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874850.1;locus_tag=pgaptmp_000008;product=PTS sugar transporter subunit IIA;protein_id=extdb:pgaptmp_000008;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,7094,7750,.,+,.,ID=gene-pgaptmp_000009;Name=pgaptmp_000009;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000009,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,7094,7750,.,+,0,ID=cds-pgaptmp_000009;Parent=gene-pgaptmp_000009;Name=extdb:pgaptmp_000009;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325566.1;locus_tag=pgaptmp_000009;product=3-keto-L-gulonate-6-phosphate decarboxylase UlaD;protein_id=extdb:pgaptmp_000009;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,7686,8603,.,+,.,ID=gene-pgaptmp_000010;Name=pgaptmp_000010;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000010,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,7686,8603,.,+,0,ID=cds-pgaptmp_000010;Parent=gene-pgaptmp_000010;Name=extdb:pgaptmp_000010;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874848.1;locus_tag=pgaptmp_000010;product=L-ribulose-5-phosphate 3-epimerase;protein_id=extdb:pgaptmp_000010;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,8742,10166,.,-,.,ID=gene-pgaptmp_000011;Name=pgaptmp_000011;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000011,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,8742,10166,.,-,0,ID=cds-pgaptmp_000011;Parent=gene-pgaptmp_000011;Name=extdb:pgaptmp_000011;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874847.1;locus_tag=pgaptmp_000011;product=hypothetical protein;protein_id=extdb:pgaptmp_000011;transl_table=4,,,,,,,,
Contig_10_145.827,.,gene,10240,11250,.,+,.,ID=gene-pgaptmp_000012;Name=recA;gbkey=Gene;gene=recA;gene_biotype=protein_coding;locus_tag=pgaptmp_000012,,,,,,,,
Contig_10_145.827,Protein Homology,CDS,10240,11250,.,+,0,ID=cds-pgaptmp_000012;Parent=gene-pgaptmp_000012;Name=extdb:pgaptmp_000012;Ontology_term=GO:0006281,GO:0006310,GO:0009432,GO:0003677,GO:0008094,GO:0005737;gbkey=CDS;gene=recA;go_component=cytoplasm|0005737||IEA;go_function=DNA binding|0003677||IEA,ATP-dependent activity%2C acting on DNA|0008094||IEA;go_process=DNA repair|0006281||IEA,DNA recombination|0006310||IEA,SOS response|0009432||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325564.1;locus_tag=pgaptmp_000012;product=recombinase RecA;protein_id=extdb:pgaptmp_000012;transl_table=4
Contig_10_145.827,.,gene,11766,12572,.,+,.,ID=gene-pgaptmp_000013;Name=pgaptmp_000013;end_range=12572,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000013;partial=true,,,,,,,
Contig_10_145.827,Protein Homology,CDS,11766,12572,.,+,0,ID=cds-pgaptmp_000013;Parent=gene-pgaptmp_000013;Name=extdb:pgaptmp_000013;end_range=12572,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325563.1;locus_tag=pgaptmp_000013;partial=true;product=hypothetical protein;protein_id=extdb:pgaptmp_000013;transl_table=4,,,,,,,
Contig_11_239.954,Local,region,1,2890,.,+,.,ID=Contig_11_239.954:1..2890;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_11_239.954,.,gene,150,572,.,-,.,ID=gene-pgaptmp_000014;Name=pgaptmp_000014;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000014,,,,,,,,
Contig_11_239.954,Protein Homology,CDS,150,572,.,-,0,ID=cds-pgaptmp_000014;Parent=gene-pgaptmp_000014;Name=extdb:pgaptmp_000014;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325337.1;locus_tag=pgaptmp_000014;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000014;transl_table=4,,,,,,,,
Contig_11_239.954,.,pseudogene,954,1460,.,-,.,ID=gene-pgaptmp_000015;Name=pgaptmp_000015;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000015;pseudo=true,,,,,,,,
Contig_11_239.954,Protein Homology,CDS,954,1460,.,-,0,ID=cds-pgaptmp_000015;Parent=gene-pgaptmp_000015;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014575004.1;locus_tag=pgaptmp_000015;product=adhesin;pseudo=true;transl_table=4,,,,,,,,
Contig_11_239.954,.,gene,1533,1982,.,-,.,ID=gene-pgaptmp_000016;Name=pgaptmp_000016;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000016,,,,,,,,
Contig_11_239.954,Protein Homology,CDS,1533,1982,.,-,0,ID=cds-pgaptmp_000016;Parent=gene-pgaptmp_000016;Name=extdb:pgaptmp_000016;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874486.1;locus_tag=pgaptmp_000016;product=hypothetical protein;protein_id=extdb:pgaptmp_000016;transl_table=4,,,,,,,,
Contig_11_239.954,.,gene,2669,2860,.,-,.,ID=gene-pgaptmp_000017;Name=pgaptmp_000017;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000017,,,,,,,,
Contig_11_239.954,Protein Homology,CDS,2669,2860,.,-,0,ID=cds-pgaptmp_000017;Parent=gene-pgaptmp_000017;Name=extdb:pgaptmp_000017;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF023795.2;locus_tag=pgaptmp_000017;product=hypothetical protein;protein_id=extdb:pgaptmp_000017;transl_table=4,,,,,,,,
Contig_12_259.066,Local,region,1,849,.,+,.,ID=Contig_12_259.066:1..849;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_12_259.066,.,pseudogene,70,645,.,+,.,ID=gene-pgaptmp_000018;Name=pgaptmp_000018;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000018;pseudo=true,,,,,,,,
Contig_12_259.066,Protein Homology,CDS,70,645,.,+,0,ID=cds-pgaptmp_000018;Parent=gene-pgaptmp_000018;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF015230.2;locus_tag=pgaptmp_000018;product=hypothetical protein;pseudo=true;transl_table=4,,,,,,,,
Contig_12_259.066,.,gene,573,849,.,+,.,ID=gene-pgaptmp_000019;Name=pgaptmp_000019;end_range=849,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000019;partial=true,,,,,,,
Contig_12_259.066,Protein Homology,CDS,573,849,.,+,0,ID=cds-pgaptmp_000019;Parent=gene-pgaptmp_000019;Name=extdb:pgaptmp_000019;end_range=849,.;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF015230.2;locus_tag=pgaptmp_000019;partial=true;product=adhesin;protein_id=extdb:pgaptmp_000019;transl_table=4,,,,,,,
Contig_13_291.388,Local,region,1,2051,.,+,.,ID=Contig_13_291.388:1..2051;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_13_291.388,.,gene,1,374,.,-,.,ID=gene-pgaptmp_000020;Name=pgaptmp_000020;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000020;partial=true;start_range=.,1,,,,,,,
Contig_13_291.388,Protein Homology,CDS,1,374,.,-,0,ID=cds-pgaptmp_000020;Parent=gene-pgaptmp_000020;Name=extdb:pgaptmp_000020;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874858.1;locus_tag=pgaptmp_000020;partial=true;product=adhesin P1;protein_id=extdb:pgaptmp_000020;start_range=.,1;transl_table=4,,,,,,,
Contig_13_291.388,.,gene,835,1281,.,-,.,ID=gene-pgaptmp_000021;Name=pgaptmp_000021;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000021,,,,,,,,
Contig_13_291.388,Protein Homology,CDS,835,1281,.,-,0,ID=cds-pgaptmp_000021;Parent=gene-pgaptmp_000021;Name=extdb:pgaptmp_000021;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874457.1;locus_tag=pgaptmp_000021;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000021;transl_table=4,,,,,,,,
Contig_13_291.388,.,pseudogene,1652,2051,.,-,.,ID=gene-pgaptmp_000022;Name=pgaptmp_000022;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000022;pseudo=true,,,,,,,,
Contig_13_291.388,Protein Homology,CDS,1652,2051,.,-,2,ID=cds-pgaptmp_000022;Parent=gene-pgaptmp_000022;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874489.1;locus_tag=pgaptmp_000022;product=adhesin;pseudo=true;transl_table=4,,,,,,,,
Contig_14_163.154,Local,region,1,1229,.,+,.,ID=Contig_14_163.154:1..1229;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_14_163.154,.,gene,1,1152,.,+,.,ID=gene-pgaptmp_000023;Name=pgaptmp_000023;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000023;partial=true;start_range=.,1,,,,,,,
Contig_14_163.154,Protein Homology,CDS,1,1152,.,+,0,ID=cds-pgaptmp_000023;Parent=gene-pgaptmp_000023;Name=extdb:pgaptmp_000023;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874498.1;locus_tag=pgaptmp_000023;partial=true;product=adhesin P1;protein_id=extdb:pgaptmp_000023;start_range=.,1;transl_table=4,,,,,,,
Contig_15_314.714,Local,region,1,2712,.,+,.,ID=Contig_15_314.714:1..2712;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_15_314.714,.,pseudogene,1,1391,.,+,.,ID=gene-pgaptmp_000024;Name=pgaptmp_000024;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000024;pseudo=true,,,,,,,,
Contig_15_314.714,Protein Homology,CDS,1,1391,.,+,1,ID=cds-pgaptmp_000024;Parent=gene-pgaptmp_000024;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874499.1;locus_tag=pgaptmp_000024;product=MgpC family cytadherence protein;pseudo=true;transl_table=4,,,,,,,,
Contig_15_314.714,.,gene,1858,2280,.,+,.,ID=gene-pgaptmp_000025;Name=pgaptmp_000025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000025,,,,,,,,
Contig_15_314.714,Protein Homology,CDS,1858,2280,.,+,0,ID=cds-pgaptmp_000025;Parent=gene-pgaptmp_000025;Name=extdb:pgaptmp_000025;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325337.1;locus_tag=pgaptmp_000025;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000025;transl_table=4,,,,,,,,
Contig_16_123.568,Local,region,1,52630,.,+,.,ID=Contig_16_123.568:1..52630;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5767,,,,,,,,
Contig_16_123.568,.,gene,1,267,.,-,.,ID=gene-pgaptmp_000026;Name=pgaptmp_000026;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000026;partial=true;start_range=.,1,,,,,,,
Contig_16_123.568,Protein Homology,CDS,1,267,.,-,0,ID=cds-pgaptmp_000026;Parent=gene-pgaptmp_000026;Name=extdb:pgaptmp_000026;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574973.1;locus_tag=pgaptmp_000026;partial=true;product=hypothetical protein;protein_id=extdb:pgaptmp_000026;start_range=.,1;transl_table=4,,,,,,,
Contig_16_123.568,.,gene,762,1520,.,+,.,ID=gene-pgaptmp_000027;Name=pgaptmp_000027;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000027,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,762,1520,.,+,0,ID=cds-pgaptmp_000027;Parent=gene-pgaptmp_000027;Name=extdb:pgaptmp_000027;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574972.1;locus_tag=pgaptmp_000027;product=MPN647 family lipoprotein;protein_id=extdb:pgaptmp_000027;transl_table=4,,,,,,,,
Contig_16_123.568,.,gene,1662,2108,.,-,.,ID=gene-pgaptmp_000028;Name=pgaptmp_000028;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000028,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,1662,2108,.,-,0,ID=cds-pgaptmp_000028;Parent=gene-pgaptmp_000028;Name=extdb:pgaptmp_000028;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874457.1;locus_tag=pgaptmp_000028;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000028;transl_table=4,,,,,,,,
Contig_16_123.568,.,gene,2108,2359,.,-,.,ID=gene-pgaptmp_000029;Name=pgaptmp_000029;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000029,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,2108,2359,.,-,0,ID=cds-pgaptmp_000029;Parent=gene-pgaptmp_000029;Name=extdb:pgaptmp_000029;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015344874.1;locus_tag=pgaptmp_000029;product=hypothetical protein;protein_id=extdb:pgaptmp_000029;transl_table=4,,,,,,,,
Contig_16_123.568,.,pseudogene,2478,3131,.,-,.,ID=gene-pgaptmp_000030;Name=pgaptmp_000030;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000030;pseudo=true,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,2478,3131,.,-,0,ID=cds-pgaptmp_000030;Parent=gene-pgaptmp_000030;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874489.1;locus_tag=pgaptmp_000030;product=adhesin;pseudo=true;transl_table=4,,,,,,,,
Contig_16_123.568,.,pseudogene,3531,4016,.,-,.,ID=gene-pgaptmp_000031;Name=pgaptmp_000031;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000031;pseudo=true,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,3531,4016,.,-,0,ID=cds-pgaptmp_000031;Parent=gene-pgaptmp_000031;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF015230.2;locus_tag=pgaptmp_000031;product=adhesin;pseudo=true;transl_table=4,,,,,,,,
Contig_16_123.568,.,gene,4146,6428,.,-,.,ID=gene-pgaptmp_000032;Name=pgaptmp_000032;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000032,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,4146,6428,.,-,0,ID=cds-pgaptmp_000032;Parent=gene-pgaptmp_000032;Name=extdb:pgaptmp_000032;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325517.1;locus_tag=pgaptmp_000032;product=P80 family lipoprotein;protein_id=extdb:pgaptmp_000032;transl_table=4,,,,,,,,
Contig_16_123.568,.,gene,6656,9295,.,+,.,ID=gene-pgaptmp_000033;Name=pgaptmp_000033;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000033,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,6656,9295,.,+,0,ID=cds-pgaptmp_000033;Parent=gene-pgaptmp_000033;Name=extdb:pgaptmp_000033;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874763.1;locus_tag=pgaptmp_000033;product=SGNH/GDSL hydrolase family protein;protein_id=extdb:pgaptmp_000033;transl_table=4,,,,,,,,
Contig_16_123.568,.,gene,9335,9409,.,-,.,ID=gene-pgaptmp_000034;Name=pgaptmp_000034;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000034,,,,,,,,
Contig_16_123.568,tRNAscan-SE,tRNA,9335,9409,.,-,.,ID=rna-pgaptmp_000034;Parent=gene-pgaptmp_000034;anticodon=(pos:complement(9375..9377));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000034;product=tRNA-Trp,,,,,,,,
Contig_16_123.568,tRNAscan-SE,exon,9335,9409,.,-,.,ID=exon-pgaptmp_000034-1;Parent=rna-pgaptmp_000034;anticodon=(pos:complement(9375..9377));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000034;product=tRNA-Trp,,,,,,,,
Contig_16_123.568,.,gene,9400,9654,.,-,.,ID=gene-pgaptmp_000035;Name=pgaptmp_000035;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000035,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,9400,9654,.,-,0,ID=cds-pgaptmp_000035;Parent=gene-pgaptmp_000035;Name=extdb:pgaptmp_000035;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874762.1;locus_tag=pgaptmp_000035;product=phosphopantetheine-binding protein;protein_id=extdb:pgaptmp_000035;transl_table=4,,,,,,,,
Contig_16_123.568,.,gene,9689,10282,.,-,.,ID=gene-pgaptmp_000036;Name=pgaptmp_000036;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000036,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,9689,10282,.,-,0,ID=cds-pgaptmp_000036;Parent=gene-pgaptmp_000036;Name=extdb:pgaptmp_000036;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874761.1;locus_tag=pgaptmp_000036;product=DUF5452 family protein;protein_id=extdb:pgaptmp_000036;transl_table=4,,,,,,,,
Contig_16_123.568,.,gene,10289,11329,.,-,.,ID=gene-pgaptmp_000037;Name=pgaptmp_000037;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000037,,,,,,,,
Contig_16_123.568,Protein Homology,CDS,10289,11329,.,-,0,ID=cds-pgaptmp_000037;Parent=gene-pgaptmp_000037;Name=extdb:pgaptmp_000037;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874760.1;locus_tag=pgaptmp_000037;product=DUF5443 family protein;protein_id=extdb:pgaptmp_000037;transl_table=4,,,,,,,,
Contig_16_123.568,.,gene,11310,11678,.,-,.,ID=gene-pgaptmp_000038;Name=pgaptmp_000038;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000038,,,,,,,,
